"Variable_Name","Variable_Label","Group0_Rate","Group1_Rate","Rate_Difference","P_Value","Test_Used","Domain","Data_Source","N_Group0","N_Group1","Min_Expected","Significance"
"AHRF_TOT_MDS_countylevel","Total number of non-federal MDs",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_MED_SPEC_countylevel","Total number of medical specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_NEUROLOGICAL_SURG_countylevel","Total number of neurological surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_NH_BED_STNGH_countylevel","Total number of short-term non-general hospital nursing home beds",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_N_ST_G_EXP_countylevel","Total number of short-term general hospitals reporting expenses",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_N_ST_G_PAYRLL_countylevel","Total number of short-term general hospitals reporting payroll expenses",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_N_ST_G_PAYRLL_1000_countylevel","Total payroll expenses from short-term general hospitals reporting payroll expenses (dollars in $1,000s)",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OB_GYN_countylevel","Total number of non-federal obstetric gynecologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OPHTHALMOLOGY_countylevel","Total number of ophthalmology specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OPRT_ROOM_countylevel","Total number of operating rooms in short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ORTH_SURG_countylevel","Total number of non-federal orthopedic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OTHER_SPEC_countylevel","Total number of other specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OTOLARYNGOLOGY_countylevel","Total number of otolaryngology specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_OUTPAT_VST_STNGH_countylevel","Total number of outpatient visits in short-term non-general hospital emergency department and other outpatient visits",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_PEDIATRICS_countylevel","Total number of non-federal pediatric and general physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_PHYS_PRIMARY_countylevel","Total number of non-federal primary care physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_PLASTIC_SURG_countylevel","Total number of plastic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_PSYCH_countylevel","Total number of non-federal psychiatrists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_PULMONARY_SPEC_countylevel","Total number of pulmonary disease specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_RADI_countylevel","Total number of non-federal radiologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_STNG_LT_HOSP_ADMS_countylevel","Total number of short-term, non-general, and long-term hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_COMM_HOSP_countylevel","Total number of short-term community hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_COMM_HOSP_ADMS_countylevel","Total number of short-term community hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_G_HOSP_countylevel","Total number of short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_G_HOSP_ADMS_countylevel","Total number of short-term general hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_G_HOSP_BED_countylevel","Total number of short-term general hospital beds",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_ST_N_G_HOSP_countylevel","Total number of short-term non-general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_SURG_SPECS_countylevel","Total number of surgical specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_THORACIC_SURG_countylevel","Total number of thoracic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"AHRF_TOT_UROL_countylevel","Total number of non-federal urologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",29871,6093,17982,"***"
"CDCA_BLOOD_HOSP_RATE_ABOVE65_countylevel","Total high blood pressure hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",29871,6093,17982,"***"
"CDCA_HEART_HOSP_RATE_ABOVE65_countylevel","Total cardiovascular disease hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",29871,6093,17982,"***"
"CDCA_STROKE_HOSP_RATE_ABOVE65_countylevel","Total stroke hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",29871,6093,17982,"***"
"HRSA_MUA_COUNTY_countylevel","Medically Underserved Areas (MUAs) - County",0,0,0,0,"Chi-square","5. healthcare context","HRSA",29871,6093,17982,"***"
"MP_MEDICARE_ADVTG_ENROLLED_countylevel","Total number of Medicare Advantage enrollees in the county",0,0,0,0,"Chi-square","5. healthcare context","MP",29871,6093,17982,"***"
"MP_MEDICARE_ELIGIBLES_countylevel","Total number of Medicare eligibles in the county",0,0,0,0,"Chi-square","5. healthcare context","MP",29871,6093,17982,"***"
"MP_PCT_ADVTG_PEN_countylevel","Percentage of Medicare eligible beneficiaries enrolled in a Medicare Advantage plan per 100 population",0,0,0,0,"Chi-square","5. healthcare context","MP",29871,6093,17982,"***"
"POS_ASC_RATE_countylevel","Total number of ambulatory surgical centers per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_CMHC_RATE_countylevel","Total number of Community Mental Health Centers per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_FQHC_RATE_countylevel","Total number of Federally Qualified Health Centers (FQHCs) per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HHA_RATE_countylevel","Total number of home health agencies per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSPICE_RATE_countylevel","Total number of hospices per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_ALC_RATE_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_BURN_RATE_countylevel","Total number of hospitals with burn care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_CHEMO_RATE_countylevel","Total number of hospitals with chemotherapy per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_ED_RATE_countylevel","Total number of hospitals with emergency department per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_MEDSURG_ICU_RATE_countylevel","Total number of hospitals with medical-surgical ICU per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_OBSTETRIC_RATE_countylevel","Total number of hospitals with obstetric care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_PED_ICU_RATE_countylevel","Total number of hospitals with pediatric ICU per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_PSYCH_RATE_countylevel","Total number of hospitals with psychiatric care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_HOSP_REHAB_RATE_countylevel","Total number of hospitals with rehabilitative care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_NF_BEDS_RATE_countylevel","Total number of nursing facility certified beds per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_NF_RATE_countylevel","Total number of nursing facilities per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_PCT_HOSP_FOR_PROFIT_countylevel","Percentage of hospitals that are private for-profit hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_PCT_HOSP_GOV_countylevel","Percentage of hospitals that are government (federal, state, local, district) hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_PCT_HOSP_NON_PROFIT_countylevel","Percentage of hospitals that are private not-for-profit hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_RHC_RATE_countylevel","Total number of Rural Health Clinics (RHCs) per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_SNF_BEDS_RATE_countylevel","Total number of skilled nursing facility certified beds per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_SNF_RATE_countylevel","Total number of skilled nursing facilities per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_ASC_countylevel","Total number of ambulatory surgical centers",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_CMHC_countylevel","Total number of Community Mental Health Centers",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_FQHC_countylevel","Total number of Federally Qualified Health Centers (FQHCs)",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HHA_countylevel","Total number of home health agencies",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSPICE_countylevel","Total number of hospices",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_ALC_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_BURN_countylevel","Total number of hospitals with burn care",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_CHEMO_countylevel","Total number of hospitals with chemotherapy",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_ED_countylevel","Total number of hospitals with emergency department",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_MEDSURG_ICU_countylevel","Total number of hospitals with medical-surgical ICU",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_OBSTETRIC_countylevel","Total number of hospitals with obstetric care",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_PED_ICU_countylevel","Total number of hospitals with pediatric ICU",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_PSYCH_countylevel","Total number of hospitals with psychiatric care",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_HOSP_REHAB_countylevel","Total number of hospitals with rehabilitative care",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_NF_countylevel","Total number of nursing facilities",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_NF_BEDS_countylevel","Total number of nursing facility certified beds",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_RHC_countylevel","Total number of Rural Health Clinics (RHCs)",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_SNF_countylevel","Total number of skilled nursing facilities",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"POS_TOT_SNF_BEDS_countylevel","Total number of skilled nursing facility certified beds",0,0,0,0,"Chi-square","5. healthcare context","POS",29871,6093,17982,"***"
"CHR_PCT_FOOD_countylevel","Percentage of population who lack adequate access to food",12.5673730373941,21.6477925488265,9.08041951143239,1.02243326700684e-76,"Chi-square","4. physical infrastructure","CHR",29871,6093,859.464714714715,"***"
"ACS_PCT_CHILD_DISAB_countylevel","Percentage of children with a disability (ages 17 and below)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","1. social context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_DISABLE_countylevel","Percentage of population with a disability",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","1. social context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_NONVET_DISABLE_18_64_countylevel","Percentage of nonveterans with a disability (between ages 18 and 64)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","1. social context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_NONVET_POV_18_64_countylevel","Percentage of civilian nonveterans with income below the poverty level in the past 12 months (between ages 18 and 64)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","2. economic context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_VET_DISABLE_18_64_countylevel","Percentage of civilian veterans with a disability (between ages 18 and 64)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","1. social context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_VET_POV_18_64_countylevel","Percentage of civilian veterans with income below the poverty level in past 12 months (between ages 18 and 64)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","2. economic context","ACS",29871,6093,1534.09284284284,"***"
"ACS_TOT_CIVIL_NONINST_POP_countylevel","Total civilian noninstitutionalized population",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","1. social context","ACS",29871,6093,1534.09284284284,"***"
"ACS_TOT_CIVIL_NONINST_POP_POV_countylevel","Total civilian noninstitutionalized population for whom poverty status is determined",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","2. economic context","ACS",29871,6093,1534.09284284284,"***"
"ACS_TOT_CIVIL_POP_POV_countylevel","Total civilian population for whom poverty status is determined (ages 18 and over)",23.2801044491313,34.4821926801247,11.2020882309935,3.67732346745417e-75,"Chi-square","2. economic context","ACS",29871,6093,1534.09284284284,"***"
"ACS_PCT_NONCTN_2010_countylevel","Percentage of population who are not U.S. citizens and entered U.S. since 2010",23.2867999062636,34.4821926801247,11.1953927738611,4.61227424006031e-75,"Chi-square","1. social context","ACS",29871,6093,1534.43168168168,"***"
"SAHIE_PCT_UNINSURED64_138_400FPL_countylevel","Estimated percentage of uninsured population between 138%-400% of poverty (under 65 years)",23.2867999062636,34.4821926801247,11.1953927738611,4.61227424006031e-75,"Chi-square","5. healthcare context","SAHIE",29871,6093,1534.43168168168,"***"
"AHRF_PREV_HOSP_RATE_countylevel","Preventable hospital stays rate",23.2901476348298,34.4821926801247,11.192045045295,5.16506195241734e-75,"Chi-square","5. healthcare context","AHRF",29871,6093,1534.6011011011,"***"
"CHR_PCT_ALCOHOL_DRIV_DEATH_countylevel","Percentage of driving deaths involving alcohol",23.2901476348298,34.4821926801247,11.192045045295,5.16506195241734e-75,"Chi-square","5. healthcare context","CHR",29871,6093,1534.6011011011,"***"
"LTC_PCT_RESD_WHITE_countylevel","Average percentage of residents present in a nursing home on the 1st Thursday of April within the county who are white",12.8686686083492,21.8447398654193,8.9760712570701,8.42675361396611e-74,"Chi-square","5. healthcare context","LTC",29871,6093,876.745495495495,"***"
"LTC_AVG_AGE_countylevel","Average age of residents present in a nursing home on the 1st Thursday of April within a county",12.8485822369522,21.7955030362711,8.9469207993189,1.9455408442398e-73,"Chi-square","5. healthcare context","LTC",29871,6093,875.220720720721,"***"
"LTC_AVG_OBS_REHOSP_RATE_countylevel","Average rehospitalization rate in the county",12.8820595226139,21.8283275890366,8.9462680664227,2.73844310692971e-73,"Chi-square","5. healthcare context","LTC",29871,6093,877.253753753754,"***"
"LTC_AVG_OBS_MEDIAN_LOS_countylevel","Average observed median length of stay in the county",12.8854072511801,21.8283275890366,8.94292033785653,3.1802946611147e-73,"Chi-square","5. healthcare context","LTC",29871,6093,877.423173173173,"***"
"LTC_AVG_OBS_SUCCESSFUL_DISC_RATE_countylevel","Average successful discharge rate in the county",12.8854072511801,21.8283275890366,8.94292033785653,3.1802946611147e-73,"Chi-square","5. healthcare context","LTC",29871,6093,877.423173173173,"***"
"LTC_AVG_DAILY_CENSUS_countylevel","Annual average daily census per reporting facility in the county",12.8686686083492,21.7955030362711,8.92683442792189,4.77725234148813e-73,"Chi-square","5. healthcare context","LTC",29871,6093,876.237237237237,"***"
"LTC_AVG_PCT_PRESSURE_ULCER_countylevel","Average percentage of high-risk long-stay nursing home residents with pressure ulcers in the county",13.0193163938268,21.8775644181848,8.85824802435802,2.12915938712545e-71,"Chi-square","5. healthcare context","LTC",29871,6093,884.708208208208,"***"
"ACS_PCT_CHILD_DISAB_census_tractlevel","Percentage of children with a disability (ages 17 and below)",27.8664925847812,38.601674052191,10.7351814674098,1.30560871748676e-62,"Chi-square","1. social context","ACS",29871,6093,1808.72172172172,"***"
"ACS_PCT_DISABLE_census_tractlevel","Percentage of population with a disability",27.8095811991564,38.5360249466601,10.7264437475037,1.39848161172442e-62,"Chi-square","1. social context","ACS",29871,6093,1805.16391391391,"***"
"ACS_PCT_NONCTN_2010_census_tractlevel","Percentage of population who are not U.S. citizens and entered U.S. since 2010",27.8095811991564,38.5360249466601,10.7264437475037,1.39848161172442e-62,"Chi-square","1. social context","ACS",29871,6093,1805.16391391391,"***"
"ACS_TOT_CIVIL_NONINST_POP_census_tractlevel","Total civilian noninstitutionalized population",27.8095811991564,38.5360249466601,10.7264437475037,1.39848161172442e-62,"Chi-square","1. social context","ACS",29871,6093,1805.16391391391,"***"
"ACS_TOT_CIVIL_NONINST_POP_POV_census_tractlevel","Total civilian noninstitutionalized population for whom poverty status is determined",27.8095811991564,38.5360249466601,10.7264437475037,1.39848161172442e-62,"Chi-square","2. economic context","ACS",29871,6093,1805.16391391391,"***"
"ACS_TOT_CIVIL_POP_POV_census_tractlevel","Total civilian population for whom poverty status is determined (ages 18 and over)",27.8095811991564,38.5360249466601,10.7264437475037,1.39848161172442e-62,"Chi-square","2. economic context","ACS",29871,6093,1805.16391391391,"***"
"ACS_PCT_NONVET_DISABLE_18_64_census_tractlevel","Percentage of nonveterans with a disability (between ages 18 and 64)",27.8296675705534,38.5524372230428,10.7227696524895,1.62321327200112e-62,"Chi-square","1. social context","ACS",29871,6093,1806.34984984985,"***"
"ACS_PCT_NONVET_POV_18_64_census_tractlevel","Percentage of civilian nonveterans with income below the poverty level in the past 12 months (between ages 18 and 64)",27.8296675705534,38.5524372230428,10.7227696524895,1.62321327200112e-62,"Chi-square","2. economic context","ACS",29871,6093,1806.34984984985,"***"
"ACS_PCT_VET_DISABLE_18_64_census_tractlevel","Percentage of civilian veterans with a disability (between ages 18 and 64)",28.020488098825,38.7329722632529,10.712484164428,3.53591682169653e-62,"Chi-square","1. social context","ACS",29871,6093,1817.87037037037,"***"
"ACS_PCT_VET_POV_18_64_census_tractlevel","Percentage of civilian veterans with income below the poverty level in past 12 months (between ages 18 and 64)",28.020488098825,38.7329722632529,10.712484164428,3.53591682169653e-62,"Chi-square","2. economic context","ACS",29871,6093,1817.87037037037,"***"
"LTC_PCT_RESD_BLACK_countylevel","Average percentage of residents present in a nursing home on the 1st Thursday of April within the county who are black",15.8514947608048,23.6500902675201,7.79859550671531,7.30834979893523e-49,"Chi-square","5. healthcare context","LTC",29871,6093,1046.33433433433,"***"
"SEDA_MATH_GR8_WAG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Asian",25.0008369321415,16.2645658952897,-8.73627103685186,1.63778188234625e-48,"Chi-square","3. education","SEDA",29871,6093,1433.11886886887,"***"
"SEDA_CS_MN_MATH_GR8_ASN_countylevel","Grade 8 Math Mean Cohort Scale (CS), Asian students
",24.9204914465535,16.2645658952897,-8.65592555126384,9.56090581715886e-48,"Chi-square","3. education","SEDA",29871,6093,1429.0528028028,"***"
"SEDA_MATH_GR3_WAG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Asian",24.0500820193499,15.5916625635976,-8.4584194557523,8.41117917945857e-47,"Chi-square","3. education","SEDA",29871,6093,1378.05755755756,"***"
"SEDA_CS_MN_MATH_GR3_ASN_countylevel","Grade 3 Math Mean Cohort Scale (CS), Asian students",24.0433865622175,15.5916625635976,-8.45172399861996,9.73597441003605e-47,"Chi-square","3. education","SEDA",29871,6093,1377.71871871872,"***"
"SEDA_CS_TOT_ELA_GR3_WHT_countylevel","Grade 3 ELA Sample Size, White students
",15.0815171905862,22.5340554734942,7.45253828290799,1.67068427091279e-46,"Chi-square","3. education","SEDA",29871,6093,995.847347347347,"***"
"NEPHTN_AVG_MODAAAC_PM25_countylevel","Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (modeled estimates only)",23.3905794918148,15.2634170359429,-8.12716245587192,3.78786286013404e-44,"Chi-square","4. physical infrastructure","NEPHTN",29871,6093,1341.29354354354,"***"
"NEPHTN_PCT_MODPD_PM25_countylevel","Percentage of days with PM2.5 levels over the national ambient air quality standard (modeled estimates only)",23.3905794918148,15.2634170359429,-8.12716245587192,3.78786286013404e-44,"Chi-square","4. physical infrastructure","NEPHTN",29871,6093,1341.29354354354,"***"
"SEDA_CS_MN_ELA_GR3_WHT_countylevel","Grade 3 ELA Mean Cohort Scale (CS), White students
",15.4129423186368,22.7145905137042,7.30164819506744,4.49682783382019e-44,"Chi-square","3. education","SEDA",29871,6093,1014.48348348348,"***"
"SEDA_CS_TOT_ELA_GR3_HSP_countylevel","Grade 3 ELA Sample Size, Hispanic students
",16.0490107462087,23.2561956343345,7.20718488812578,8.41247024906658e-42,"Chi-square","3. education","SEDA",29871,6093,1052.26401401401,"***"
"SEDA_CS_TOT_ELA_GR3_BLK_countylevel","Grade 3 ELA Sample Size, Black or African American students
",15.8180174751431,22.8623010011489,7.04428352600575,1.80803812089242e-40,"Chi-square","3. education","SEDA",29871,6093,1036.50800800801,"***"
"CCBP_SFS_RATE_countylevel","Total number of specialized food stores per 1,000 people",14.3584078202939,8.0420154275398,-6.31639239275413,7.03003340752384e-40,"Chi-square","4. physical infrastructure","CCBP",29871,6093,809.655405405405,"***"
"CCBP_CHS_RATE_countylevel","Total number of community housing services per 1,000 people",24.8367982323993,17.1672410963401,-7.66955713605925,9.24952115412793e-38,"Chi-square","4. physical infrastructure","CCBP",29871,6093,1434.13538538539,"***"
